Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max
Performance-related pay,OpenAlex,9,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1973,2017
Personality type,OpenAlex,9,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1936,1984
Racial diversity,OpenAlex,9,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Personnel Psychology,1995,2025
Resource Acquisition Is Initialization,OpenAlex,9,3,3,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology,1991,2026
Retributive justice,OpenAlex,9,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior; Personnel Psychology,1991,2021
Sadness,OpenAlex,9,3,5,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2000,2026
Self construal,OpenAlex,9,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,2001,2025
Service design,OpenAlex,9,4,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1996,2017
Settlement (finance),OpenAlex,9,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Personnel Psychology,1985,2012
Social distance,OpenAlex,9,5,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,2011,2026
Vocational rehabilitation,OpenAlex,9,3,3,Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1950,2025
Voting behavior,OpenAlex,9,4,6,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,1984,2025
Workforce diversity,OpenAlex,9,3,5,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,2000,2012
Acceptance and commitment therapy,OpenAlex,8,3,5,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,1993,2021
Ambiguity tolerance,OpenAlex,8,3,3,Journal of Applied Psychology; Journal of Vocational Behavior; Personnel Psychology,1974,2016
Cognitive reappraisal,OpenAlex,8,3,6,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1974,2025
Cognitive skill,OpenAlex,8,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Personnel Psychology,1989,2026
Contextualization,OpenAlex,8,3,5,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2004,2024
Contingency management,OpenAlex,8,3,2,Journal of Applied Psychology; Personnel Psychology,1972,1994
Depressive symptoms,OpenAlex,8,3,4,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1999,2024
Eye movement desensitization and reprocessing,OpenAlex,8,3,1,Applied Psychology: An International Review,2012,2012
Gender inequality,OpenAlex,8,3,5,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,2001,2026
Hierarchical clustering,OpenAlex,8,3,4,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1977,1999
Identity management,OpenAlex,8,3,6,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2006,2026
Incentive program,OpenAlex,8,3,4,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1969,2021
Industrial sociology,OpenAlex,8,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1953,2021
Interpolation (computer graphics),OpenAlex,8,3,1,Journal of Applied Psychology,1950,1962
Item analysis,OpenAlex,8,3,5,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1947,2025
Mexican americans,OpenAlex,8,3,2,Journal of Management; Journal of Vocational Behavior,1971,2005
Occupational segregation,OpenAlex,8,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1993,2026
Panacea (medicine),OpenAlex,8,3,5,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1971,2022
Parent company,OpenAlex,8,4,3,Academy of Management Journal; Journal of Management; Personnel Psychology,1992,2018
Patient safety,OpenAlex,8,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,2005,2026
Personal identity,OpenAlex,8,3,4,Academy of Management Journal; Applied Psychology: An International Review; Journal of Management; Journal of Vocational Behavior,1999,2026
Planned change,OpenAlex,8,3,4,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1968,2024
Quality circle,OpenAlex,8,3,4,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1960,1991
Racial bias,OpenAlex,8,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology,1991,2024
Reading rate,OpenAlex,8,4,1,Journal of Applied Psychology,1930,1970
Sampling error,OpenAlex,8,3,2,Journal of Applied Psychology; Personnel Psychology,1986,2018
Self-compassion,OpenAlex,8,3,5,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2018,2023
Sensation seeking,OpenAlex,8,3,3,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Vocational Behavior,1977,2021
Soviet union,OpenAlex,8,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1935,1983
Storytelling,OpenAlex,8,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior; Personnel Psychology,1986,2025
Strategic alignment,OpenAlex,8,4,5,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,1991,2026
Strategic Choice Theory,OpenAlex,8,5,2,Academy of Management Journal; Journal of Management,1993,2013
Trait anxiety,OpenAlex,8,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1972,2015
Transcendental meditation,OpenAlex,8,3,2,Academy of Management Journal; Journal of Applied Psychology,1974,1978
Workspace,OpenAlex,8,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1987,2021
Allegiance,OpenAlex,7,3,1,Personnel Psychology,1954,1990
Asset specificity,OpenAlex,7,3,2,Academy of Management Journal; Journal of Management,1993,2012
Birth order,OpenAlex,7,3,3,Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1931,1980
Childbirth,OpenAlex,7,3,3,Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1984,2025
Chronotype,OpenAlex,7,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1989,2022
Civility,OpenAlex,7,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2011,2022
Detection theory,OpenAlex,7,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,1963,1991
Earnings management,OpenAlex,7,3,1,Academy of Management Journal,2004,2026
East Asia,OpenAlex,7,3,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,2012,2025
Employee empowerment,OpenAlex,7,3,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior,1999,2011
Foreign ownership,OpenAlex,7,3,2,Academy of Management Journal; Journal of Management,2005,2023
Frequentist inference,OpenAlex,7,4,1,Journal of Management,2012,2014
Hardiness (plants),OpenAlex,7,3,4,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1986,2022
Interpretative phenomenological analysis,OpenAlex,7,3,3,Applied Psychology: An International Review; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,2006,2025
Intraclass correlation,OpenAlex,7,3,4,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1991,2021
Knowledge creation,OpenAlex,7,3,3,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior,2001,2026
Life expectancy,OpenAlex,7,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,1956,2012
Low arousal theory,OpenAlex,7,3,3,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior,1963,2016
Mental illness,OpenAlex,7,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1944,2025
Multicollinearity,OpenAlex,7,3,3,Journal of Applied Psychology; Journal of Management; Personnel Psychology,1991,2002
Organizational capital,OpenAlex,7,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Personnel Psychology,2001,2026
Organizational network analysis,OpenAlex,7,3,3,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology,1998,2025
Self-perception theory,OpenAlex,7,3,3,Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1972,2024
