Construct_Name,Source,Total_Paper_Count,Concept_Levels,Journal_Count,Journals,Year_Min,Year_Max,Recovered_Level2,Old_Unified_Paper_Count
Ciphertext,OpenAlex,10,3,5,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1994,2022,False,3
Cognitive resource theory,OpenAlex,10,3,4,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1996,2026,False,7
Communism,OpenAlex,10,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Personnel Psychology,1949,2021,False,6
Construals,OpenAlex,10,3,6,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,2001,2025,False,6
Corporate group,OpenAlex,10,3,2,Academy of Management Journal; Journal of Management,2000,2023,False,0
Customer advocacy,OpenAlex,10,4,2,Academy of Management Journal; Journal of Applied Psychology,1995,2014,False,0
Death anxiety,OpenAlex,10,3,2,Journal of Applied Psychology; Journal of Organizational Behavior,2014,2023,False,1
Imprinting (psychology),OpenAlex,10,3,4,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,2010,2026,False,0
Job market,OpenAlex,10,3,4,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1972,2023,False,6
Malleability,OpenAlex,10,4,5,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1994,2022,False,4
Market power,OpenAlex,10,3,2,Academy of Management Journal; Journal of Management,1984,2017,False,0
Opposition (politics),OpenAlex,10,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1961,2023,False,0
Polynomial regression,OpenAlex,10,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,1986,2025,False,1
Publication bias,OpenAlex,10,3,4,Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior; Personnel Psychology,2003,2023,False,2
Research methodology,OpenAlex,10,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1965,2026,False,0
Safety behaviors,OpenAlex,10,4,3,Journal of Applied Psychology; Journal of Management; Personnel Psychology,1996,2017,False,14
Social dominance orientation,OpenAlex,10,5,4,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,2005,2026,False,0
Social movement,OpenAlex,10,3,2,Academy of Management Journal; Journal of Management,2013,2022,False,1
Status attainment,OpenAlex,10,4,3,Academy of Management Journal; Journal of Applied Psychology; Journal of Vocational Behavior,1977,2025,False,0
Supply chain management,OpenAlex,10,3,2,Academy of Management Journal; Journal of Management,1968,2022,False,2
Transferability,OpenAlex,10,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1969,2007,False,0
Work productivity,OpenAlex,10,3,4,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Personnel Psychology,1961,2024,False,2
Bayesian inference,OpenAlex,9,3,2,Journal of Applied Psychology; Journal of Management,2007,2014,False,0
Business decision mapping,OpenAlex,9,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1980,2021,False,0
Capital call,OpenAlex,9,5,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Personnel Psychology,2008,2018,False,0
Cognitive evaluation theory,OpenAlex,9,4,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1980,2023,False,15
Coopetition,OpenAlex,9,3,4,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2006,2026,False,0
Economies of scope,OpenAlex,9,3,2,Academy of Management Journal; Journal of Management,1993,2023,False,0
Effects of sleep deprivation on cognitive performance,OpenAlex,9,3,4,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1966,2026,False,6
Emotional support,OpenAlex,9,3,4,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1991,2026,False,6
Executive functions,OpenAlex,9,3,5,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1947,2012,False,3
Gender pay gap,OpenAlex,9,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Personnel Psychology,1987,2026,False,2
Hospitality,OpenAlex,9,3,5,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1983,2018,False,41
Interference (communication),OpenAlex,9,3,1,Journal of Applied Psychology,1966,2002,False,0
Interpersonal influence,OpenAlex,9,3,5,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2001,2019,False,1
Irritability,OpenAlex,9,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1987,2019,False,0
Normative social influence,OpenAlex,9,3,6,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1992,2025,False,5
Performance-related pay,OpenAlex,9,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1973,2017,False,2
Personality type,OpenAlex,9,3,2,Journal of Applied Psychology; Journal of Vocational Behavior,1936,1984,False,4
Racial diversity,OpenAlex,9,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Personnel Psychology,1995,2025,False,1
Resource Acquisition Is Initialization,OpenAlex,9,3,3,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology,1991,2026,False,0
Retributive justice,OpenAlex,9,3,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior; Personnel Psychology,1991,2021,False,0
Sadness,OpenAlex,9,3,5,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,2000,2026,False,1
Self construal,OpenAlex,9,3,6,Academy of Management Journal; Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,2001,2025,False,2
Service design,OpenAlex,9,4,3,Academy of Management Journal; Journal of Applied Psychology; Personnel Psychology,1996,2017,False,0
Settlement (finance),OpenAlex,9,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Personnel Psychology,1985,2012,False,0
Social distance,OpenAlex,9,5,5,Academy of Management Journal; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,2011,2026,False,3
Vocational rehabilitation,OpenAlex,9,3,3,Journal of Applied Psychology; Journal of Management; Journal of Vocational Behavior,1950,2025,False,4
Voting behavior,OpenAlex,9,4,6,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior,1984,2025,False,0
Workforce diversity,OpenAlex,9,3,5,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Personnel Psychology,2000,2012,False,7
Acceptance and commitment therapy,OpenAlex,8,3,5,Academy of Management Journal; Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior,1993,2021,False,7
Ambiguity tolerance,OpenAlex,8,3,3,Journal of Applied Psychology; Journal of Vocational Behavior; Personnel Psychology,1974,2016,False,1
Cognitive reappraisal,OpenAlex,8,3,6,Journal of Applied Psychology; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,1974,2025,False,3
Cognitive skill,OpenAlex,8,3,3,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Personnel Psychology,1989,2026,False,7
Contextualization,OpenAlex,8,3,5,Academy of Management Journal; Journal of Management; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2004,2024,False,6
Contingency management,OpenAlex,8,3,2,Journal of Applied Psychology; Personnel Psychology,1972,1994,False,1
Depressive symptoms,OpenAlex,8,3,4,Applied Psychology: An International Review; Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior,1999,2024,False,12
Eye movement desensitization and reprocessing,OpenAlex,8,3,1,Applied Psychology: An International Review,2012,2012,False,0
Gender inequality,OpenAlex,8,3,5,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,2001,2026,False,2
Hierarchical clustering,OpenAlex,8,3,4,Journal of Applied Psychology; Journal of Occupational and Organizational Psychology; Journal of Vocational Behavior; Personnel Psychology,1977,1999,False,0
Identity management,OpenAlex,8,3,6,Academy of Management Journal; Journal of Management; Journal of Occupational and Organizational Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior; Personnel Psychology,2006,2026,False,7
Incentive program,OpenAlex,8,3,4,Journal of Applied Psychology; Journal of Management; Journal of Organizational Behavior; Personnel Psychology,1969,2021,False,2
Industrial sociology,OpenAlex,8,3,4,Academy of Management Journal; Journal of Applied Psychology; Journal of Organizational Behavior; Journal of Vocational Behavior,1953,2021,False,34
