Construct_Name,Source,Journal,Year,Concept_Level,Paper_Count,Journal_Tier,Is_Noise,Noise_Reasons
Achievement test,OpenAlex,Journal of Applied Psychology,1939,3,1,Tier_1_Core_IO,False,
Achievement test,OpenAlex,Journal of Applied Psychology,1940,3,1,Tier_1_Core_IO,False,
Achievement test,OpenAlex,Journal of Applied Psychology,1946,3,1,Tier_1_Core_IO,False,
Achievement test,OpenAlex,Journal of Applied Psychology,1948,3,1,Tier_1_Core_IO,False,
Achievement test,OpenAlex,Personnel Psychology,1957,3,1,Tier_1_Core_IO,False,
Acquiescence,OpenAlex,Academy of Management Journal,1978,3,1,Tier_2_Broad_Adjacent,False,
Acquiescence,OpenAlex,Academy of Management Journal,2012,3,1,Tier_2_Broad_Adjacent,False,
Acquiescence,OpenAlex,Academy of Management Journal,2019,3,1,Tier_2_Broad_Adjacent,False,
Acquiescence,OpenAlex,Journal of Occupational and Organizational Psychology,2008,3,1,Tier_1_Core_IO,False,
Acquiescence,OpenAlex,Journal of Vocational Behavior,1971,3,1,Tier_2_Broad_Adjacent,False,
Acquiescence,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Acquiescence,OpenAlex,Personnel Psychology,1964,3,1,Tier_1_Core_IO,False,
Acquiescence,OpenAlex,Personnel Psychology,2023,3,1,Tier_1_Core_IO,False,
Acrylonitrile,OpenAlex,Journal of Management,2001,4,1,Tier_2_Broad_Adjacent,False,
Action learning,OpenAlex,Journal of Organizational Behavior,2001,4,1,Tier_1_Core_IO,False,
Active duty,OpenAlex,Journal of Applied Psychology,2023,3,1,Tier_1_Core_IO,False,
Active duty,OpenAlex,Journal of Organizational Behavior,1999,3,1,Tier_1_Core_IO,False,
Active duty,OpenAlex,Personnel Psychology,1978,3,1,Tier_1_Core_IO,False,
Acute care,OpenAlex,Journal of Management,2003,3,1,Tier_2_Broad_Adjacent,False,
Adaptive capacity,OpenAlex,Journal of Management,2005,3,1,Tier_2_Broad_Adjacent,False,
Adipose triglyceride lipase,OpenAlex,Journal of Vocational Behavior,2016,4,1,Tier_2_Broad_Adjacent,False,
Adjective,OpenAlex,Journal of Applied Psychology,1957,3,1,Tier_1_Core_IO,False,
Adjective,OpenAlex,Journal of Vocational Behavior,1972,3,1,Tier_2_Broad_Adjacent,False,
Adjective,OpenAlex,Journal of Vocational Behavior,1973,3,1,Tier_2_Broad_Adjacent,False,
Adjective,OpenAlex,Journal of Vocational Behavior,1974,3,1,Tier_2_Broad_Adjacent,False,
Adjective,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Adjective,OpenAlex,Personnel Psychology,1964,3,1,Tier_1_Core_IO,False,
Adjective,OpenAlex,Personnel Psychology,1983,3,1,Tier_1_Core_IO,False,
Adjective check list,OpenAlex,Journal of Applied Psychology,1957,3,1,Tier_1_Core_IO,False,
Adjective check list,OpenAlex,Journal of Applied Psychology,1959,3,1,Tier_1_Core_IO,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1972,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1974,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1975,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1977,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1987,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1989,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1991,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1994,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,1995,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,2000,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Journal of Vocational Behavior,2002,3,1,Tier_2_Broad_Adjacent,False,
Adjective check list,OpenAlex,Personnel Psychology,1964,3,1,Tier_1_Core_IO,False,
Adrenocorticotropic hormone,OpenAlex,Applied Psychology: An International Review,2012,3,1,Tier_2_Broad_Adjacent,False,
Adult literacy,OpenAlex,Personnel Psychology,2008,3,1,Tier_1_Core_IO,False,
Affect regulation,OpenAlex,Applied Psychology: An International Review,2019,3,1,Tier_2_Broad_Adjacent,False,
Affect regulation,OpenAlex,Journal of Organizational Behavior,2022,3,1,Tier_1_Core_IO,False,
Affect regulation,OpenAlex,Journal of Organizational Behavior,2025,3,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Academy of Management Journal,1978,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,1979,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,1984,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,1993,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,1996,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,2000,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,2005,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,2006,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,2007,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,2009,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,2012,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Academy of Management Journal,2016,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Applied Psychology: An International Review,2022,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,1974,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,1997,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,1999,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2004,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2005,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2012,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2013,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2014,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2019,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Applied Psychology,2023,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Management,1986,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Management,1989,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Management,1994,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Management,1995,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Management,2007,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Management,2012,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Management,2014,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,1999,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2000,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2001,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2003,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2004,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2008,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2009,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2013,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2016,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Occupational and Organizational Psychology,2023,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,1981,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2000,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2002,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2003,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2004,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2012,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2017,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2021,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2023,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Organizational Behavior,2025,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,1979,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,1986,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,1989,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,1993,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,1995,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,1997,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,1999,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,2004,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,2015,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,2017,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,2019,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,2021,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Journal of Vocational Behavior,2025,5,1,Tier_2_Broad_Adjacent,False,
Affective events theory,OpenAlex,Personnel Psychology,1983,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,1993,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,1997,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,2001,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,2002,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,2006,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,2010,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,2012,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,2016,5,1,Tier_1_Core_IO,False,
Affective events theory,OpenAlex,Personnel Psychology,2022,5,1,Tier_1_Core_IO,False,
Affective science,OpenAlex,Journal of Applied Psychology,2025,3,1,Tier_1_Core_IO,False,
Affective science,OpenAlex,Journal of Management,1995,3,1,Tier_2_Broad_Adjacent,False,
Affective science,OpenAlex,Journal of Vocational Behavior,2008,3,1,Tier_2_Broad_Adjacent,False,
Age of Acquisition,OpenAlex,Applied Psychology: An International Review,2010,3,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Academy of Management Journal,2007,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Academy of Management Journal,2008,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Academy of Management Journal,2009,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Academy of Management Journal,2013,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Academy of Management Journal,2017,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Academy of Management Journal,2018,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2003,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2007,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2009,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2011,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2012,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2014,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2015,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2017,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Management,2019,4,1,Tier_2_Broad_Adjacent,False,
Agency cost,OpenAlex,Journal of Organizational Behavior,2005,4,1,Tier_1_Core_IO,False,
Aging in the American workforce,OpenAlex,Journal of Applied Psychology,2007,3,1,Tier_1_Core_IO,False,
Aging in the American workforce,OpenAlex,Journal of Applied Psychology,2020,3,1,Tier_1_Core_IO,False,
Aging in the American workforce,OpenAlex,Journal of Applied Psychology,2022,3,1,Tier_1_Core_IO,False,
Aging in the American workforce,OpenAlex,Journal of Management,2024,3,1,Tier_2_Broad_Adjacent,False,
Aging in the American workforce,OpenAlex,Journal of Organizational Behavior,2016,3,1,Tier_1_Core_IO,False,
Aging in the American workforce,OpenAlex,Journal of Vocational Behavior,1997,3,1,Tier_2_Broad_Adjacent,False,
Aging in the American workforce,OpenAlex,Journal of Vocational Behavior,2013,3,1,Tier_2_Broad_Adjacent,False,
Aging in the American workforce,OpenAlex,Personnel Psychology,2022,3,1,Tier_1_Core_IO,False,
Agonism,OpenAlex,Academy of Management Journal,1980,3,1,Tier_2_Broad_Adjacent,False,
Agonistic behaviour,OpenAlex,Journal of Organizational Behavior,2025,3,1,Tier_1_Core_IO,False,
Agoraphobia,OpenAlex,Applied Psychology: An International Review,2004,4,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Academy of Management Journal,2005,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Academy of Management Journal,2006,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Academy of Management Journal,2014,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Applied Psychology: An International Review,2019,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Applied Psychology: An International Review,2021,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Applied Psychology: An International Review,2022,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Applied Psychology: An International Review,2023,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,1995,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,1997,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,1999,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,2005,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,2016,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,2018,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,2019,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,2020,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,2025,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Applied Psychology,2026,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Management,2002,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Management,2007,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Management,2009,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Management,2011,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Management,2014,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Management,2018,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2002,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2003,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2004,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2005,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2017,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2019,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2021,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Occupational and Organizational Psychology,2022,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Organizational Behavior,1993,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Organizational Behavior,2008,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Organizational Behavior,2009,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Organizational Behavior,2016,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Organizational Behavior,2018,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Organizational Behavior,2021,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Organizational Behavior,2024,5,1,Tier_1_Core_IO,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,1987,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,1989,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,1991,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,2000,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,2007,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,2008,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,2009,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,2016,5,1,Tier_2_Broad_Adjacent,False,
Agreeableness,OpenAlex,Journal of Vocational Behavior,2019,5,1,Tier_2_Broad_Adjacent,False,
